participant,action,verb,noun
P01,squeeze(skin),squeeze,skin
P01,squeeze(spice),squeeze,spice
P01,squeeze(sponge),squeeze,sponge
P01,stretch(hand),stretch,hand
P01,switch(button),switch,button
P01,switch(hand),switch,hand
P01,switch(scale),switch,scale
P01,take(alarm),take,alarm
P01,take(bag),take,bag
P01,take(bin),take,bin
P01,take(biscuit),take,biscuit
P01,take(blender),take,blender
P01,take(board:chopping),take,board:chopping
P01,take(bottle),take,bottle
P01,take(bowl),take,bowl
P01,take(box),take,box
P01,take(brush),take,brush
P01,take(butter),take,butter
P01,take(can),take,can
P01,take(carrot),take,carrot
P01,take(cd),take,cd
P01,take(cereal),take,cereal
P01,take(cheese),take,cheese
P01,take(chicken),take,chicken
P01,take(chopstick),take,chopstick
P01,take(clip),take,clip
P01,take(cloth),take,cloth
P01,take(cocktail),take,cocktail
P01,take(coffee),take,coffee
P01,take(colander),take,colander
P01,take(container),take,container
P01,take(coriander),take,coriander
P01,take(cover),take,cover
P01,take(crisp),take,crisp
P01,take(cup),take,cup
P01,take(cupboard),take,cupboard
P01,take(dough),take,dough
P01,take(foil),take,foil
P01,take(food),take,food
P01,take(fork),take,fork
P01,take(garlic),take,garlic
P01,take(glass),take,glass
P01,take(glove),take,glove
P01,take(hand),take,hand
P01,take(heat),take,heat
P01,take(jar),take,jar
P01,take(jug),take,jug
P01,take(juice),take,juice
P01,take(juicer),take,juicer
P01,take(kettle),take,kettle
P01,take(kitchen),take,kitchen
P01,take(knife),take,knife
P01,take(ladder),take,ladder
P01,take(ladle),take,ladle
P01,take(leaf),take,leaf
P01,take(lemon),take,lemon
P01,take(lid),take,lid
P01,take(liquid),take,liquid
P01,take(machine:washing),take,machine:washing
P01,take(meat),take,meat
P01,take(milk),take,milk
P01,take(mixture),take,mixture
P01,take(napkin),take,napkin
P01,take(onion),take,onion
P01,take(orange),take,orange
P01,take(oven),take,oven
P01,take(package),take,package
P01,take(pan),take,pan
P01,take(paper),take,paper
P01,take(pasta),take,pasta
P01,take(peeler:potato),take,peeler:potato
P01,take(pen),take,pen
P01,take(pepper),take,pepper
P01,take(pie),take,pie
P01,take(pizza),take,pizza
P01,take(plate),take,plate
P01,take(plug),take,plug
P01,take(pot),take,pot
P01,take(processor:food),take,processor:food
P01,take(rest),take,rest
P01,take(roll),take,roll
P01,take(rosemary),take,rosemary
P01,take(rubbish),take,rubbish
P01,take(salami),take,salami
P01,take(scale),take,scale
P01,take(scissors),take,scissors
P01,take(seed),take,seed
P01,take(shell:egg),take,shell:egg
P01,take(skin),take,skin
P01,take(slicer),take,slicer
P01,take(spatula),take,spatula
P01,take(spice),take,spice
P01,take(sponge),take,sponge
P01,take(spoon),take,spoon
P01,take(stock),take,stock
P01,take(tablet),take,tablet
P01,take(top),take,top
P01,take(towel),take,towel
P01,take(tray),take,tray
P01,take(vegetable),take,vegetable
P01,take(water),take,water
P01,take(wrap),take,wrap
P01,take(wrap:plastic),take,wrap:plastic
P01,take(yoghurt),take,yoghurt
P01,throw(alarm),throw,alarm
P01,throw(bag),throw,bag
P01,throw(biscuit),throw,biscuit
P01,throw(bottle),throw,bottle
P01,throw(bowl),throw,bowl
P01,throw(box),throw,box
P01,throw(butter),throw,butter
P01,throw(can),throw,can
P01,throw(carrot),throw,carrot
P01,throw(cheese),throw,cheese
P01,throw(cloth),throw,cloth
P01,throw(colander),throw,colander
P01,throw(container),throw,container
P01,throw(coriander),throw,coriander
P01,throw(cover),throw,cover
P01,throw(flour),throw,flour
P01,throw(foil),throw,foil
P01,throw(food),throw,food
P01,throw(garlic),throw,garlic
P01,throw(glove),throw,glove
P01,throw(leaf),throw,leaf
P01,throw(lemon),throw,lemon
P01,throw(lid),throw,lid
P01,throw(meat),throw,meat
P01,throw(napkin),throw,napkin
P01,throw(onion),throw,onion
P01,throw(orange),throw,orange
P01,throw(oven),throw,oven
P01,throw(package),throw,package
P01,throw(paper),throw,paper
P01,throw(pith),throw,pith
P01,throw(plate),throw,plate
P01,throw(rest),throw,rest
P01,throw(rice),throw,rice
P01,throw(rosemary),throw,rosemary
P01,throw(rubbish),throw,rubbish
P01,throw(seed),throw,seed
P01,throw(skin),throw,skin
P01,throw(spoon),throw,spoon
P01,throw(stock),throw,stock
P01,throw(towel),throw,towel
P01,throw(wrap:plastic),throw,wrap:plastic
P01,transition(kitchen),transition,kitchen
P01,transition(ladder),transition,ladder
P01,transition(wall),transition,wall
P01,turn(alarm),turn,alarm
P01,turn(bag),turn,bag
P01,turn(bin),turn,bin
P01,turn(blender),turn,blender
P01,turn(board:chopping),turn,board:chopping
P01,turn(bottle),turn,bottle
P01,turn(bowl),turn,bowl
P01,turn(box),turn,box
P01,turn(can),turn,can
P01,turn(carrot),turn,carrot
P01,turn(cd),turn,cd
P01,turn(chicken),turn,chicken
P01,turn(chocolate),turn,chocolate
P01,turn(colander),turn,colander
P01,turn(cup),turn,cup
P01,turn(face),turn,face
P01,turn(food),turn,food
P01,turn(glass),turn,glass
P01,turn(handle),turn,handle
P01,turn(heat),turn,heat
P01,turn(hob),turn,hob
P01,turn(jar),turn,jar
P01,turn(juicer),turn,juicer
P01,turn(knife),turn,knife
P01,turn(knob),turn,knob
P01,turn(lemon),turn,lemon
P01,turn(lid),turn,lid
P01,turn(meat),turn,meat
P01,turn(milk),turn,milk
P01,turn(mixture),turn,mixture
P01,turn(onion),turn,onion
P01,turn(orange),turn,orange
P01,turn(oven),turn,oven
P01,turn(package),turn,package
P01,turn(pan),turn,pan
P01,turn(pie),turn,pie
P01,turn(plate),turn,plate
P01,turn(pot),turn,pot
P01,turn(processor:food),turn,processor:food
P01,turn(skin),turn,skin
P01,turn(slicer),turn,slicer
P01,turn(sponge),turn,sponge
P01,turn(stock),turn,stock
P01,turn(tray),turn,tray
P01,turn-off(blender),turn-off,blender
P01,turn-off(button),turn-off,button
P01,turn-off(dishwasher),turn-off,dishwasher
P01,turn-off(food),turn-off,food
P01,turn-off(glove),turn-off,glove
P01,turn-off(heat),turn-off,heat
P01,turn-off(hob),turn-off,hob
P01,turn-off(juicer),turn-off,juicer
P01,turn-off(knob),turn-off,knob
P01,turn-off(machine:washing),turn-off,machine:washing
P01,turn-off(oven),turn-off,oven
P01,turn-off(tap),turn-off,tap
P01,turn-on(alarm),turn-on,alarm
P01,turn-on(blender),turn-on,blender
P01,turn-on(clothes),turn-on,clothes
P01,turn-on(food),turn-on,food
P01,turn-on(heat),turn-on,heat
P01,turn-on(hob),turn-on,hob
P01,turn-on(juicer),turn-on,juicer
P01,turn-on(kettle),turn-on,kettle
P01,turn-on(light),turn-on,light
P01,turn-on(machine:washing),turn-on,machine:washing
P01,turn-on(microwave),turn-on,microwave
P01,turn-on(milk),turn-on,milk
P01,turn-on(oven),turn-on,oven
P01,turn-on(plug),turn-on,plug
P01,turn-on(processor:food),turn-on,processor:food
P01,turn-on(scale),turn-on,scale
P01,turn-on(tap),turn-on,tap
P01,uncover(bowl),uncover,bowl
P01,uncover(pan),uncover,pan
P01,uncover(pot),uncover,pot
P01,uncover(rice),uncover,rice
P01,unlock(bowl),unlock,bowl
P01,unroll(bag),unroll,bag
P01,unroll(box),unroll,box
P01,unroll(cloth),unroll,cloth
P01,unroll(foil),unroll,foil
P01,unroll(kitchen),unroll,kitchen
P01,unroll(package),unroll,package
P01,unroll(paper),unroll,paper
P01,unroll(roll),unroll,roll
P01,unroll(wrap:plastic),unroll,wrap:plastic
P01,unwrap(brush),unwrap,brush
P01,unwrap(butter),unwrap,butter
P01,unwrap(package),unwrap,package
P01,unwrap(tap),unwrap,tap
P01,unwrap(wire),unwrap,wire
P01,wait(broccoli),wait,broccoli
P01,wait(pan),wait,pan
P01,wait(sauce),wait,sauce
P01,wash(alarm),wash,alarm
P01,wash(blender),wash,blender
P01,wash(board:chopping),wash,board:chopping
P01,wash(bottle),wash,bottle
P01,wash(bowl),wash,bowl
P01,wash(box),wash,box
P01,wash(cd),wash,cd
P01,wash(chicken),wash,chicken
P01,wash(cloth),wash,cloth
P01,wash(colander),wash,colander
P01,wash(container),wash,container
P01,wash(cover),wash,cover
P01,wash(cream),wash,cream
P01,wash(cup),wash,cup
P01,wash(cutlery),wash,cutlery
P01,wash(dough),wash,dough
P01,wash(face),wash,face
P01,wash(food),wash,food
P01,wash(fork),wash,fork
P01,wash(garlic),wash,garlic
P01,wash(glass),wash,glass
P01,wash(glove),wash,glove
P01,wash(hand),wash,hand
P01,wash(heat),wash,heat
P01,wash(juicer),wash,juicer
P01,wash(knife),wash,knife
P01,wash(ladle),wash,ladle
P01,wash(lemon),wash,lemon
P01,wash(lid),wash,lid
P01,wash(milk),wash,milk
P01,wash(package),wash,package
P01,wash(pan),wash,pan
P01,wash(peeler:potato),wash,peeler:potato
P01,wash(pen),wash,pen
P01,wash(plate),wash,plate
P01,wash(pot),wash,pot
P01,wash(rest),wash,rest
P01,wash(rice),wash,rice
P01,wash(shelf),wash,shelf
P01,wash(sink),wash,sink
P01,wash(spatula),wash,spatula
P01,wash(sponge),wash,sponge
P01,wash(spoon),wash,spoon
P01,wash(top),wash,top
P01,wash(tray),wash,tray
P01,water(hand),water,hand
P01,wear(glove),wear,glove
P01,wear(oven),wear,oven
P01,wrap(air),wrap,air
P01,wrap(bowl),wrap,bowl
P01,wrap(hand),wrap,hand
P01,wrap(package),wrap,package
P01,wrap(pan),wrap,pan
P01,wrap(pot),wrap,pot
P01,wrap(rice),wrap,rice
P01,wrap(scissors),wrap,scissors
P01,wrap(wrap:plastic),wrap,wrap:plastic
P01,wrap(yoghurt),wrap,yoghurt
P01,write(alarm),write,alarm
P01,write(biscuit),write,biscuit
P01,write(butter),write,butter
P01,write(carrot),write,carrot
P01,write(cheese),write,cheese
P01,write(food),write,food
P01,write(onion),write,onion
P01,write(paper),write,paper
P01,write(plate),write,plate
P01,write(scale),write,scale
P01,write(stock),write,stock
P01,write(tv),write,tv
P02,add(oil),add,oil
P02,add(pepper),add,pepper
P02,add(vinegar),add,vinegar
P02,adjust(alarm),adjust,alarm
P02,adjust(bacon),adjust,bacon
P02,adjust(bag),adjust,bag
P02,adjust(board:chopping),adjust,board:chopping
P02,adjust(bowl),adjust,bowl
P02,adjust(bread),adjust,bread
P02,adjust(cake),adjust,cake
P02,adjust(cheese),adjust,cheese
P02,adjust(clothes),adjust,clothes
P02,adjust(garlic),adjust,garlic
P02,adjust(glass),adjust,glass
P02,adjust(hand),adjust,hand
P02,adjust(heat),adjust,heat
P02,adjust(hob),adjust,hob
P02,adjust(mat),adjust,mat
P02,adjust(mushroom),adjust,mushroom
P02,adjust(onion),adjust,onion
P02,adjust(package),adjust,package
P02,adjust(pan),adjust,pan
P02,adjust(pie),adjust,pie
P02,adjust(pineapple),adjust,pineapple
P02,adjust(plate),adjust,plate
P02,adjust(potato),adjust,potato
P02,adjust(sauce),adjust,sauce
P02,adjust(stalk),adjust,stalk
P02,adjust(tomato),adjust,tomato
P02,adjust(tongs),adjust,tongs
P02,adjust(tray),adjust,tray
P02,adjust(wrap),adjust,wrap
P02,apply(book),apply,book
P02,apply(bottle),apply,bottle
P02,apply(bread),apply,bread
P02,apply(butter),apply,butter
P02,apply(cheese),apply,cheese
P02,apply(flour),apply,flour
P02,apply(food),apply,food
P02,apply(label),apply,label
P02,apply(liquid),apply,liquid
P02,apply(mushroom),apply,mushroom
P02,apply(onion),apply,onion
P02,apply(pie),apply,pie
P02,apply(potato),apply,potato
P02,apply(recipe),apply,recipe
P02,apply(towel),apply,towel
P02,apply(water),apply,water
P02,attach(bag),attach,bag
P02,attach(blender),attach,blender
P02,attach(clothes),attach,clothes
P02,attach(food),attach,food
P02,attach(handle),attach,handle
P02,attach(label),attach,label
P02,attach(plug),attach,plug
P02,bend(book),bend,book
P02,bend(chair),bend,chair
P02,break(butter),break,butter
P02,break(egg),break,egg
P02,break(garlic),break,garlic
P02,break(potato),break,potato
P02,break(sugar),break,sugar
P02,break(tomato),break,tomato
P02,carry(blender),carry,blender
P02,carry(food),carry,food
P02,carry(squash),carry,squash
P02,carry(tomato),carry,tomato
P02,check(alarm),check,alarm
P02,check(bacon),check,bacon
P02,check(bag),check,bag
P02,check(battery),check,battery
P02,check(blender),check,blender
P02,check(book),check,book
P02,check(bowl),check,bowl
P02,check(box),check,box
P02,check(butter),check,butter
P02,check(cake),check,cake
P02,check(can),check,can
P02,check(cheese),check,cheese
P02,check(clothes),check,clothes
P02,check(corn),check,corn
P02,check(cover),check,cover
P02,check(cupboard),check,cupboard
P02,check(food),check,food
P02,check(grater),check,grater
P02,check(handle),check,handle
P02,check(heat),check,heat
P02,check(hob),check,hob
P02,check(jug),check,jug
P02,check(kitchen),check,kitchen
P02,check(knife),check,knife
P02,check(label),check,label
P02,check(lemon),check,lemon
P02,check(mixture),check,mixture
P02,check(mushroom),check,mushroom
P02,check(onion),check,onion
P02,check(oven),check,oven
P02,check(package),check,package
P02,check(pan),check,pan
P02,check(phone),check,phone
P02,check(plate),check,plate
P02,check(potato),check,potato
P02,check(raspberry),check,raspberry
P02,check(recipe),check,recipe
P02,check(sink),check,sink
P02,check(spice),check,spice
P02,check(spoon),check,spoon
P02,check(spreads),check,spreads
P02,check(sugar),check,sugar
P02,check(tofu),check,tofu
P02,check(top),check,top
P02,check(tray),check,tray
P02,check(tv),check,tv
P02,check(watch),check,watch
P02,check(water),check,water
P02,check(wrap),check,wrap
P02,close(bag),close,bag
P02,close(book),close,book
P02,close(bottle),close,bottle
P02,close(box),close,box
P02,close(bread),close,bread
P02,close(cap),close,cap
P02,close(clothes),close,clothes
P02,close(container),close,container
P02,close(cupboard),close,cupboard
P02,close(drawer),close,drawer
P02,close(food),close,food
P02,close(fridge),close,fridge
P02,close(fruit),close,fruit
P02,close(lid),close,lid
P02,close(oil),close,oil
P02,close(package),close,package
P02,close(pepper),close,pepper
P02,close(spice),close,spice
P02,close(tablet),close,tablet
P02,close(tomato),close,tomato
P02,close(utensil),close,utensil
P02,coat(foil),coat,foil
P02,coat(hand),coat,hand
P02,coat(kitchen),coat,kitchen
P02,coat(knife),coat,knife
P02,coat(mushroom),coat,mushroom
P02,coat(spatula),coat,spatula
P02,coat(sponge),coat,sponge
P02,cook(oven),cook,oven
P02,crush(knife),crush,knife
P02,crush(pepper),crush,pepper
P02,cut(bag),cut,bag
P02,cut(bread),cut,bread
P02,cut(butter),cut,butter
P02,cut(cheese),cut,cheese
P02,cut(colander),cut,colander
P02,cut(garlic),cut,garlic
P02,cut(hand),cut,hand
P02,cut(knife),cut,knife
P02,cut(label),cut,label
P02,cut(lemon),cut,lemon
P02,cut(mushroom),cut,mushroom
P02,cut(onion),cut,onion
P02,cut(package),cut,package
P02,cut(pie),cut,pie
P02,cut(potato),cut,potato
P02,cut(rest),cut,rest
P02,cut(roll),cut,roll
P02,cut(rubbish),cut,rubbish
P02,cut(seed),cut,seed
P02,cut(slicer),cut,slicer
P02,cut(stalk),cut,stalk
P02,cut(stock),cut,stock
P02,cut(tomato),cut,tomato
P02,cut(top),cut,top
P02,cut(wrap),cut,wrap
P02,divide(box),divide,box
P02,divide(cheese),divide,cheese
P02,divide(food),divide,food
P02,divide(onion),divide,onion
P02,divide(oven),divide,oven
P02,divide(sheets),divide,sheets
P02,divide(sponge),divide,sponge
P02,divide(tomato),divide,tomato
P02,divide(top),divide,top
P02,drink(squash),drink,squash
P02,drop(bread),drop,bread
P02,drop(food),drop,food
P02,drop(glove),drop,glove
P02,drop(hand),drop,hand
P02,drop(knife),drop,knife
P02,drop(mushroom),drop,mushroom
P02,drop(onion),drop,onion
P02,drop(oven),drop,oven
P02,drop(pepper),drop,pepper
P02,drop(pie),drop,pie
P02,drop(raspberry),drop,raspberry
P02,drop(seed),drop,seed
P02,drop(sponge),drop,sponge
P02,drop(spoon),drop,spoon
P02,drop(tomato),drop,tomato
P02,drop(towel),drop,towel
P02,drop(water),drop,water
P02,dry(blender),dry,blender
P02,dry(board:chopping),dry,board:chopping
P02,dry(bowl),dry,bowl
P02,dry(clothes),dry,clothes
P02,dry(cup),dry,cup
P02,dry(grater),dry,grater
P02,dry(guard:hand),dry,guard:hand
P02,dry(hand),dry,hand
P02,dry(hob),dry,hob
P02,dry(jar),dry,jar
P02,dry(juicer),dry,juicer
P02,dry(lid),dry,lid
P02,dry(pan),dry,pan
P02,dry(ring:onion),dry,ring:onion
P02,dry(spoon),dry,spoon
P02,eat(bacon),eat,bacon
P02,eat(food),eat,food
P02,eat(mixture),eat,mixture
P02,eat(onion),eat,onion
P02,eat(pie),eat,pie
P02,eat(raspberry),eat,raspberry
P02,eat(sauce),eat,sauce
P02,eat(squash),eat,squash
P02,eat(yoghurt),eat,yoghurt
P02,empty(bowl),empty,bowl
P02,empty(box),empty,box
P02,empty(cumin),empty,cumin
P02,empty(liquid),empty,liquid
P02,empty(scale),empty,scale
P02,empty(spoon),empty,spoon
P02,empty(water),empty,water
P02,feel(face),feel,face
P02,fill(bottle),fill,bottle
P02,fill(bowl),fill,bowl
P02,fill(box),fill,box
P02,fill(hand),fill,hand
P02,fill(hob),fill,hob
P02,fill(jar),fill,jar
P02,fill(jug),fill,jug
P02,fill(pan),fill,pan
P02,fill(tray),fill,tray
P02,filter(cheese),filter,cheese
P02,finish(jug),finish,jug
P02,flatten(bag),flatten,bag
P02,flatten(chair),flatten,chair
P02,flatten(cheese),flatten,cheese
P02,flatten(tea),flatten,tea
P02,flatten(towel),flatten,towel
P02,flip(bacon),flip,bacon
P02,flip(board:chopping),flip,board:chopping
P02,flip(book),flip,book
P02,flip(bowl),flip,bowl
P02,flip(box),flip,box
P02,flip(button),flip,button
P02,flip(cheese),flip,cheese
P02,flip(grater),flip,grater
P02,flip(knife),flip,knife
P02,flip(lid),flip,lid
P02,flip(onion),flip,onion
P02,flip(package),flip,package
P02,flip(pan),flip,pan
P02,flip(paper),flip,paper
P02,flip(pie),flip,pie
P02,flip(plate),flip,plate
P02,flip(potato),flip,potato
P02,flip(recipe),flip,recipe
P02,flip(scale),flip,scale
P02,flip(sheets),flip,sheets
P02,flip(sink),flip,sink
P02,flip(sponge),flip,sponge
P02,flip(tomato),flip,tomato
P02,flip(tray),flip,tray
P02,flip(wrap),flip,wrap
P02,fold(apple),fold,apple
P02,fold(bag),fold,bag
P02,fold(foil),fold,foil
P02,fold(kitchen),fold,kitchen
P02,fold(lid),fold,lid
P02,fold(package),fold,package
P02,fold(paper),fold,paper
P02,fold(pie),fold,pie
P02,fold(recipe),fold,recipe
P02,fold(rubbish),fold,rubbish
P02,fold(top),fold,top
P02,fold(towel),fold,towel
P02,fold(wrap),fold,wrap
P02,form(clothes),form,clothes
P02,form(hob),form,hob
P02,form(pie),form,pie
P02,form(spoon),form,spoon
P02,gather(mushroom),gather,mushroom
P02,grate(cheese),grate,cheese
P02,grate(lemon),grate,lemon
P02,hang(bag),hang,bag
P02,hang(knife),hang,knife
P02,hold(bag),hold,bag
P02,hold(bowl),hold,bowl
P02,hold(bread),hold,bread
P02,hold(button),hold,button
P02,hold(cheese),hold,cheese
P02,hold(egg),hold,egg
P02,hold(knife),hold,knife
P02,hold(lid),hold,lid
P02,hold(onion),hold,onion
P02,hold(package),hold,package
P02,hold(skin),hold,skin
P02,hold(tomato),hold,tomato
P02,increase(alarm),increase,alarm
P02,increase(book),increase,book
P02,increase(egg),increase,egg
P02,increase(heat),increase,heat
P02,increase(hob),increase,hob
P02,increase(tap),increase,tap
P02,increase(water),increase,water
P02,insert(cupboard),insert,cupboard
P02,insert(hand),insert,hand
P02,insert(key),insert,key
P02,insert(knife),insert,knife
P02,insert(package),insert,package
P02,insert(phone),insert,phone
P02,insert(rack:drying),insert,rack:drying
P02,insert(top),insert,top
P02,let-go(lid),let-go,lid
P02,let-go(tomato),let-go,tomato
P02,lift(bag),lift,bag
P02,lift(bin),lift,bin
P02,lift(blender),lift,blender
P02,lift(board:chopping),lift,board:chopping
P02,lift(book),lift,book
P02,lift(bottle),lift,bottle
P02,lift(bowl),lift,bowl
P02,lift(box),lift,box
P02,lift(bread),lift,bread
P02,lift(cake),lift,cake
P02,lift(cheese),lift,cheese
P02,lift(cloth),lift,cloth
P02,lift(container),lift,container
P02,lift(cup),lift,cup
P02,lift(egg),lift,egg
P02,lift(flour),lift,flour
